ENSEMBL	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
ENSMUSG00000081742	0	0	0	0	0	0	0
ENSMUSG00000081743	0	0	0	0	0	0	0
ENSMUSG00000081744	0	0	0	0	0	0	0
ENSMUSG00000081745	0	0	1	0	0	0	0
ENSMUSG00000081746	0	0	0	0	0	0	0
ENSMUSG00000081747	3	1	3	1	0	0	1
ENSMUSG00000081748	0	0	0	1	0	2	2
ENSMUSG00000081749	0	0	0	0	0	0	0
ENSMUSG00000081750	0	0	0	0	0	0	0
ENSMUSG00000081751	0	0	0	0	0	0	0
ENSMUSG00000081752	569	377	692	638	607	491	694
ENSMUSG00000081755	0	0	0	0	0	0	0
ENSMUSG00000081756	0	0	0	0	0	0	0
ENSMUSG00000081757	0	0	0	0	0	0	0
ENSMUSG00000081758	0	0	0	0	0	0	0
ENSMUSG00000081761	0	0	0	0	0	0	0
ENSMUSG00000081762	0	0	0	0	0	0	0
ENSMUSG00000081763	0	0	0	0	0	0	0
ENSMUSG00000081765	0	0	0	0	0	0	0
ENSMUSG00000081766	0	0	0	0	0	0	0
ENSMUSG00000081767	0	0	0	0	0	0	0
ENSMUSG00000081768	0	0	0	0	0	0	0
ENSMUSG00000081770	0	0	0	0	0	0	0
ENSMUSG00000081771	0	0	0	0	0	0	0
ENSMUSG00000081772	0	0	0	0	0	0	0
ENSMUSG00000081773	0	0	0	0	0	0	0
ENSMUSG00000081774	0	0	0	0	0	0	0
ENSMUSG00000081775	0	0	0	0	0	0	0
ENSMUSG00000081777	0	0	0	0	0	0	0
ENSMUSG00000081778	0	0	0	0	0	0	0
ENSMUSG00000081779	0	0	0	0	0	0	0
ENSMUSG00000081781	0	0	0	0	0	0	0
ENSMUSG00000081782	0	0	0	1	0	0	0
ENSMUSG00000081783	2	0	0	0	0	0	0
ENSMUSG00000081784	0	0	0	0	0	0	0
ENSMUSG00000081786	0	0	0	0	0	0	0
ENSMUSG00000081787	0	0	0	0	0	0	1
ENSMUSG00000081788	1	5	0	0	8	0	0
ENSMUSG00000081789	0	0	0	0	0	0	0
ENSMUSG00000081791	0	0	0	1	0	0	0
ENSMUSG00000081792	3	0	0	1	2	4	0
ENSMUSG00000081793	0	0	0	1	0	0	0
ENSMUSG00000081796	0	0	0	0	0	0	0
ENSMUSG00000081797	0	0	0	0	0	0	0
ENSMUSG00000081798	1	2	1	0	0	0	0
ENSMUSG00000081799	0	0	0	0	0	0	0
ENSMUSG00000081800	0	0	0	0	0	0	0
ENSMUSG00000081801	0	0	0	0	0	0	1
ENSMUSG00000081803	0	0	0	0	0	0	0
ENSMUSG00000081804	0	0	0	0	0	0	0
ENSMUSG00000081805	1	0	0	0	0	0	1
ENSMUSG00000081806	0	0	0	0	0	0	0
ENSMUSG00000081807	16	13	2	8	8	2	12
ENSMUSG00000081809	1	2	6	2	0	2	2
ENSMUSG00000081810	0	1	0	0	1	0	2
ENSMUSG00000081811	0	0	0	0	0	0	0
ENSMUSG00000081812	0	0	0	0	0	0	0
ENSMUSG00000081813	0	0	0	0	0	0	0
ENSMUSG00000081814	0	0	0	0	0	0	0
ENSMUSG00000081816	1	1	0	0	2	1	0
ENSMUSG00000081817	0	0	0	0	2	0	0
ENSMUSG00000081819	0	0	0	0	0	0	0
ENSMUSG00000081820	0	0	0	0	0	0	0
ENSMUSG00000081821	0	0	0	0	0	0	0
ENSMUSG00000081822	0	0	0	0	1	0	0
ENSMUSG00000081823	0	0	0	0	0	0	0
ENSMUSG00000081824	1	1	0	0	0	0	0
ENSMUSG00000081827	0	0	0	0	0	0	0
ENSMUSG00000081828	0	0	0	0	0	0	0
ENSMUSG00000081829	0	0	0	1	0	0	0
ENSMUSG00000081830	0	0	0	0	0	0	0
ENSMUSG00000081831	0	0	0	0	0	0	0
ENSMUSG00000081833	0	0	0	0	0	0	0
ENSMUSG00000081834	0	0	0	0	0	0	0
ENSMUSG00000081835	8	6	10	8	7	10	7
ENSMUSG00000081836	0	0	0	0	0	0	0
ENSMUSG00000081837	0	0	0	0	0	0	0
ENSMUSG00000081838	0	1	0	0	0	1	0
ENSMUSG00000081839	0	0	0	0	0	0	0
ENSMUSG00000081840	0	0	0	0	0	0	0
ENSMUSG00000081841	0	0	0	0	0	0	0
ENSMUSG00000081842	0	0	0	0	0	0	0
ENSMUSG00000081843	0	0	0	0	0	0	0
ENSMUSG00000081844	0	0	0	0	0	0	0
ENSMUSG00000081845	0	0	0	0	0	0	0
ENSMUSG00000081847	0	0	0	0	0	0	0
ENSMUSG00000081848	0	0	0	0	0	0	0
ENSMUSG00000081849	1	0	0	0	1	1	2
ENSMUSG00000081851	14	5	4	3	8	8	9
ENSMUSG00000081852	0	0	0	0	0	0	0
ENSMUSG00000081853	0	0	0	0	0	0	0
ENSMUSG00000081854	0	0	0	0	0	0	0
ENSMUSG00000081855	15	5	8	9	9	15	0
ENSMUSG00000081856	0	0	0	0	0	0	0
ENSMUSG00000081857	0	0	0	0	1	0	0
ENSMUSG00000081858	0	0	0	0	0	0	0
ENSMUSG00000081859	0	0	0	0	0	0	0
ENSMUSG00000081860	0	0	0	0	0	0	0
ENSMUSG00000081861	0	0	0	0	0	2	0
ENSMUSG00000081862	0	0	0	0	0	0	0
ENSMUSG00000081863	0	0	0	0	0	0	0
ENSMUSG00000081864	0	0	0	0	0	0	0
ENSMUSG00000081865	0	0	0	1	0	0	1
ENSMUSG00000081866	0	0	0	0	0	0	0
ENSMUSG00000081868	0	0	0	0	0	0	0
ENSMUSG00000081869	0	0	0	0	0	0	0
ENSMUSG00000081870	0	0	0	0	0	0	0
ENSMUSG00000081871	0	0	0	0	0	0	0
ENSMUSG00000081872	0	0	0	0	0	0	0
ENSMUSG00000081873	0	1	0	0	0	1	0
ENSMUSG00000081874	0	0	0	0	0	0	0
ENSMUSG00000081875	0	0	0	0	0	0	0
ENSMUSG00000081876	0	0	0	0	0	0	0
ENSMUSG00000081877	0	0	0	0	0	0	0
ENSMUSG00000081878	0	0	0	0	0	0	0
ENSMUSG00000081879	0	0	0	0	0	0	0
ENSMUSG00000081880	0	0	0	0	0	0	0
ENSMUSG00000081881	0	0	0	0	0	0	0
ENSMUSG00000081882	0	0	0	0	0	0	0
ENSMUSG00000081883	0	1	0	0	0	0	0
ENSMUSG00000081884	0	0	0	0	0	0	0
ENSMUSG00000081885	0	0	0	0	0	0	0
ENSMUSG00000081886	0	0	0	0	0	0	0
ENSMUSG00000081887	2	1	4	5	8	7	5
ENSMUSG00000081888	0	0	0	0	0	1	0
ENSMUSG00000081889	0	0	0	0	0	0	0
ENSMUSG00000081890	0	0	0	0	0	0	1
ENSMUSG00000081891	0	0	0	0	0	0	0
ENSMUSG00000081892	3	1	0	0	2	8	1
ENSMUSG00000081893	0	0	0	0	0	0	0
ENSMUSG00000081894	0	0	0	0	0	0	1
ENSMUSG00000081895	1	0	1	0	1	8	1
ENSMUSG00000081896	1	3	1	2	0	1	0
ENSMUSG00000081897	0	0	0	0	0	1	0
ENSMUSG00000081898	0	0	0	0	0	0	0
ENSMUSG00000081900	0	0	0	0	0	0	0
ENSMUSG00000081901	0	0	0	0	0	0	0
ENSMUSG00000081903	0	0	0	0	0	0	0
ENSMUSG00000081904	0	0	0	0	0	0	0
ENSMUSG00000081905	0	0	0	0	0	0	0
ENSMUSG00000081906	0	0	0	0	0	1	0
ENSMUSG00000081907	0	0	0	0	0	0	0
ENSMUSG00000081908	0	0	0	0	0	0	0
ENSMUSG00000081909	0	0	0	0	0	0	0
ENSMUSG00000081910	0	0	0	0	0	0	0
ENSMUSG00000081911	0	0	0	0	0	0	1
ENSMUSG00000081912	0	0	0	0	0	0	0
ENSMUSG00000081913	0	0	0	0	0	0	0
ENSMUSG00000081914	0	0	0	0	0	0	0
ENSMUSG00000081916	0	0	0	0	0	0	0
ENSMUSG00000081917	0	0	0	0	0	0	0
ENSMUSG00000081918	0	0	0	0	0	0	0
ENSMUSG00000081919	0	0	0	0	0	0	0
ENSMUSG00000081920	0	0	0	0	0	0	0
ENSMUSG00000081921	0	0	0	0	0	0	0
ENSMUSG00000081923	0	0	0	0	0	0	0
ENSMUSG00000081924	0	0	0	0	0	0	0
ENSMUSG00000081925	0	0	0	0	0	0	0
ENSMUSG00000081926	0	0	0	0	0	0	0
ENSMUSG00000081928	0	0	0	0	0	0	0
ENSMUSG00000081929	9	5	14	18	9	8	9
ENSMUSG00000081931	1	0	0	0	0	0	0
ENSMUSG00000081932	0	0	0	1	0	0	0
ENSMUSG00000081933	0	0	0	0	0	0	0
ENSMUSG00000081934	2	0	0	0	0	0	2
ENSMUSG00000081935	0	0	0	0	0	0	0
ENSMUSG00000081936	0	0	0	0	0	0	2
ENSMUSG00000081937	0	0	0	0	0	0	0
ENSMUSG00000081938	0	0	0	0	0	0	0
ENSMUSG00000081939	0	0	0	0	0	0	1
ENSMUSG00000081940	0	0	0	0	0	0	0
ENSMUSG00000081941	0	0	0	0	1	0	2
ENSMUSG00000081942	0	0	0	0	0	0	0
ENSMUSG00000081943	0	0	0	0	0	0	0
ENSMUSG00000081944	8	24	22	22	14	20	21
ENSMUSG00000081945	45	58	69	32	51	51	45
ENSMUSG00000081946	0	0	0	0	0	0	0
ENSMUSG00000081947	0	0	0	0	0	0	0
ENSMUSG00000081948	10	9	31	13	12	16	22
ENSMUSG00000081949	0	0	0	0	0	0	0
ENSMUSG00000081950	0	0	0	0	0	0	0
ENSMUSG00000081951	0	0	0	0	0	0	0
ENSMUSG00000081952	0	0	0	0	0	0	0
ENSMUSG00000081953	0	0	7	3	0	0	0
ENSMUSG00000081954	0	0	0	0	0	0	0
ENSMUSG00000081955	0	0	0	0	0	0	0
ENSMUSG00000081957	0	0	0	0	0	0	0
ENSMUSG00000081958	0	0	0	0	0	0	0
ENSMUSG00000081959	0	0	0	0	0	0	0
ENSMUSG00000081960	0	0	0	0	0	0	0
ENSMUSG00000081961	0	0	0	0	0	0	0
ENSMUSG00000081962	0	0	0	0	0	0	0
ENSMUSG00000081964	0	0	0	0	0	0	0
ENSMUSG00000081965	7	5	4	5	6	7	9
ENSMUSG00000081966	0	0	0	0	0	0	0
ENSMUSG00000081967	0	0	0	0	1	0	0
ENSMUSG00000081968	0	0	0	0	0	0	0
ENSMUSG00000081969	0	0	0	0	0	0	0
ENSMUSG00000081970	0	0	0	0	0	0	0
ENSMUSG00000081971	0	0	0	0	0	0	0
ENSMUSG00000081972	0	0	0	0	0	1	0
ENSMUSG00000081973	0	0	0	0	0	0	0
ENSMUSG00000081974	7	7	4	5	3	1	2
ENSMUSG00000081975	0	0	0	0	0	0	0
ENSMUSG00000081976	0	0	0	0	0	0	0
ENSMUSG00000081978	0	0	0	0	0	0	0
ENSMUSG00000081979	1	0	0	0	2	1	0
ENSMUSG00000081980	0	0	0	0	0	0	0
ENSMUSG00000081982	0	0	0	0	0	0	0
ENSMUSG00000081984	1	3	0	0	2	0	6
ENSMUSG00000081985	0	0	0	0	0	0	0
ENSMUSG00000081986	0	0	0	0	0	0	0
ENSMUSG00000081987	0	0	0	0	0	0	0
ENSMUSG00000081988	0	0	0	0	0	0	0
ENSMUSG00000081991	0	0	0	0	0	0	0
ENSMUSG00000081992	1	0	1	4	5	4	0
ENSMUSG00000081993	0	0	0	0	0	0	0
ENSMUSG00000081994	0	0	0	0	0	0	0
ENSMUSG00000081995	2	1	1	3	2	2	4
ENSMUSG00000081996	1	2	1	0	2	1	1
ENSMUSG00000081998	0	0	2	0	0	0	1
ENSMUSG00000081999	0	0	0	0	0	3	0
ENSMUSG00000082000	0	0	0	0	0	0	0
ENSMUSG00000082001	0	0	0	0	0	0	0
ENSMUSG00000082002	1	0	0	1	1	0	0
ENSMUSG00000082005	0	0	0	0	0	0	0
ENSMUSG00000082006	0	0	0	0	0	0	0
ENSMUSG00000082007	0	0	0	0	0	0	0
ENSMUSG00000082008	0	0	0	3	0	0	1
ENSMUSG00000082009	0	0	0	0	0	0	0
ENSMUSG00000082010	0	0	0	0	0	0	0
ENSMUSG00000082011	0	0	0	0	0	0	0
ENSMUSG00000082012	0	0	0	0	0	0	1
ENSMUSG00000082013	0	0	0	0	0	0	0
ENSMUSG00000082014	0	0	0	0	0	0	0
ENSMUSG00000082015	0	0	0	0	0	0	0
ENSMUSG00000082016	0	0	0	0	21	0	0
ENSMUSG00000082017	0	0	0	0	0	0	0
ENSMUSG00000082018	1	0	0	0	0	1	0
ENSMUSG00000082019	0	0	0	0	0	0	0
ENSMUSG00000082020	0	0	0	0	0	0	0
ENSMUSG00000082021	0	0	0	0	0	0	0
ENSMUSG00000082022	0	0	0	0	0	0	0
ENSMUSG00000082023	0	1	1	0	0	0	0
ENSMUSG00000082024	0	0	0	0	0	0	0
ENSMUSG00000082025	0	0	0	0	0	0	0
ENSMUSG00000082026	0	0	0	0	0	0	0
ENSMUSG00000082027	0	0	0	0	0	0	0
ENSMUSG00000082028	0	0	0	0	0	0	0
ENSMUSG00000082029	0	0	0	0	0	0	0
ENSMUSG00000082030	0	0	0	0	0	0	0
ENSMUSG00000082031	4	1	2	0	0	1	2
ENSMUSG00000082032	0	0	0	0	0	0	0
ENSMUSG00000082033	0	0	0	0	0	0	0
ENSMUSG00000082035	43	63	166	74	14	99	78
ENSMUSG00000082036	0	0	0	0	0	0	0
ENSMUSG00000082037	0	0	0	0	0	0	0
ENSMUSG00000082038	0	0	0	0	0	0	2
ENSMUSG00000082039	0	0	0	0	0	0	0
ENSMUSG00000082040	0	0	0	0	0	0	0
ENSMUSG00000082042	0	0	0	0	0	0	0
ENSMUSG00000082043	0	0	0	0	0	0	0
ENSMUSG00000082044	0	0	0	0	0	0	0
ENSMUSG00000082045	0	0	0	4	0	0	7
ENSMUSG00000082046	0	0	0	0	0	0	0
ENSMUSG00000082047	0	0	0	0	0	0	0
ENSMUSG00000082048	0	0	0	0	0	0	0
ENSMUSG00000082049	0	0	0	0	0	0	0
ENSMUSG00000082051	0	0	0	0	0	0	0
ENSMUSG00000082052	0	0	0	0	0	0	0
ENSMUSG00000082053	0	0	0	0	0	0	0
ENSMUSG00000082054	0	0	0	0	0	0	0
ENSMUSG00000082056	0	0	0	0	0	0	0
ENSMUSG00000082057	0	0	0	2	1	5	1
ENSMUSG00000082058	0	0	0	0	0	0	0
ENSMUSG00000082059	0	0	0	0	0	0	0
ENSMUSG00000082060	0	0	0	0	0	0	0
ENSMUSG00000082061	1	0	0	0	0	2	1
ENSMUSG00000082062	0	0	0	0	0	0	0
ENSMUSG00000082063	0	0	0	0	0	0	0
ENSMUSG00000082064	0	2	3	0	2	1	0
ENSMUSG00000082065	0	0	0	0	0	0	0
ENSMUSG00000082066	0	0	0	0	0	0	0
ENSMUSG00000082068	0	3	0	11	0	1	5
ENSMUSG00000082069	0	0	0	0	0	0	0
ENSMUSG00000082070	0	0	0	0	0	0	0
ENSMUSG00000082071	0	0	0	0	0	0	0
ENSMUSG00000082072	0	0	0	0	0	1	1
ENSMUSG00000082073	0	0	0	0	0	0	0
ENSMUSG00000082074	0	0	0	0	0	0	0
ENSMUSG00000082076	0	3	1	0	2	0	0
ENSMUSG00000082077	0	0	0	0	0	0	0
ENSMUSG00000082078	0	0	0	0	0	1	1
ENSMUSG00000082079	0	0	0	0	0	0	0
ENSMUSG00000082080	0	0	0	0	0	0	0
ENSMUSG00000082081	0	0	0	0	0	0	0
ENSMUSG00000082082	0	0	3	2	1	0	1
ENSMUSG00000082083	0	0	0	0	0	0	0
ENSMUSG00000082084	0	0	0	0	0	0	0
ENSMUSG00000082085	0	0	0	0	0	0	0
ENSMUSG00000082087	0	0	0	0	0	0	0
ENSMUSG00000082088	0	0	1	1	0	0	0
ENSMUSG00000082089	0	0	0	0	0	0	0
ENSMUSG00000082090	1	0	0	1	0	0	0
ENSMUSG00000082091	0	0	0	0	0	0	0
ENSMUSG00000082092	0	0	0	0	0	0	0
ENSMUSG00000082093	0	0	0	0	0	0	0
ENSMUSG00000082095	4	3	6	3	7	9	6
ENSMUSG00000082096	0	0	0	0	0	0	0
ENSMUSG00000082097	0	0	0	0	0	0	0
ENSMUSG00000082098	0	0	0	0	0	0	0
ENSMUSG00000082099	0	0	0	0	0	0	0
ENSMUSG00000082100	0	0	0	0	0	0	0
ENSMUSG00000082101	0	0	0	0	1	0	2
ENSMUSG00000082103	0	0	0	0	0	0	2
ENSMUSG00000082104	0	0	0	0	0	0	0
ENSMUSG00000082106	0	0	0	0	0	0	0
ENSMUSG00000082107	0	3	3	1	1	10	5
ENSMUSG00000082108	1	0	0	0	0	0	1
ENSMUSG00000082109	0	0	0	1	0	0	0
ENSMUSG00000082110	0	0	0	0	0	0	0
ENSMUSG00000082111	0	0	3	0	0	0	0
ENSMUSG00000082112	0	0	0	0	0	0	0
ENSMUSG00000082113	0	0	0	0	0	0	0
ENSMUSG00000082114	0	0	0	0	0	0	0
ENSMUSG00000082115	0	0	0	0	0	0	0
ENSMUSG00000082116	0	0	0	0	0	0	0
ENSMUSG00000082117	21	8	10	19	14	7	7
ENSMUSG00000082118	0	0	0	0	0	0	0
ENSMUSG00000082119	0	0	0	0	0	0	0
ENSMUSG00000082120	0	0	0	0	0	0	0
ENSMUSG00000082121	0	0	0	0	0	0	0
ENSMUSG00000082122	0	0	0	0	0	0	0
ENSMUSG00000082123	1	0	0	0	0	0	0
ENSMUSG00000082125	0	0	0	0	0	0	0
ENSMUSG00000082126	0	0	0	0	0	0	0
ENSMUSG00000082127	0	0	0	0	0	0	0
ENSMUSG00000082128	0	0	0	0	0	1	0
ENSMUSG00000082129	0	0	0	0	0	0	1
ENSMUSG00000082130	0	0	0	2	0	0	0
ENSMUSG00000082132	0	0	0	0	0	0	0
ENSMUSG00000082134	0	0	0	0	0	0	0
ENSMUSG00000082135	0	0	0	0	0	0	0
ENSMUSG00000082136	0	0	0	0	0	0	0
ENSMUSG00000082138	0	0	0	0	0	0	0
ENSMUSG00000082139	0	0	0	0	0	0	0
ENSMUSG00000082140	0	2	0	2	0	0	0
ENSMUSG00000082141	0	0	0	0	0	0	0
ENSMUSG00000082142	0	0	0	0	0	0	0
ENSMUSG00000082143	0	0	0	0	0	0	0
ENSMUSG00000082144	2	0	2	1	1	2	4
ENSMUSG00000082145	0	0	0	0	0	0	0
ENSMUSG00000082146	0	0	0	0	0	0	0
ENSMUSG00000082147	0	0	0	0	0	0	0
ENSMUSG00000082148	1	1	0	0	1	1	0
ENSMUSG00000082149	3	3	1	3	3	3	4
ENSMUSG00000082151	0	0	1	0	0	0	0
ENSMUSG00000082152	0	0	0	0	0	0	0
ENSMUSG00000082154	3	0	0	0	0	0	2
ENSMUSG00000082155	0	0	0	0	0	0	0
ENSMUSG00000082156	0	0	0	0	0	0	0
ENSMUSG00000082157	0	0	0	0	0	0	0
ENSMUSG00000082158	0	0	0	0	0	0	0
ENSMUSG00000082159	0	0	0	0	0	0	0
ENSMUSG00000082160	0	0	0	0	0	0	0
ENSMUSG00000082161	0	0	0	0	0	0	0
ENSMUSG00000082162	0	0	0	0	0	0	0
ENSMUSG00000082163	6	11	5	7	15	6	9
ENSMUSG00000082164	0	0	0	0	0	0	0
ENSMUSG00000082165	0	0	0	0	0	0	0
ENSMUSG00000082167	0	0	0	0	0	0	0
ENSMUSG00000082168	0	0	0	0	0	0	0
ENSMUSG00000082169	0	0	0	0	0	0	0
ENSMUSG00000082170	0	0	0	0	0	0	0
ENSMUSG00000082171	0	1	0	0	2	0	1
ENSMUSG00000082172	0	0	0	0	0	0	0
ENSMUSG00000082173	0	0	0	0	0	0	0
ENSMUSG00000082174	0	0	0	0	0	0	0
ENSMUSG00000082175	0	0	0	0	0	0	0
ENSMUSG00000082176	0	0	0	0	0	0	0
ENSMUSG00000082177	0	0	0	0	0	0	0
ENSMUSG00000082178	0	0	0	0	0	0	0
ENSMUSG00000082179	6	2	0	0	1	2	5
ENSMUSG00000082180	0	0	0	0	0	1	0
ENSMUSG00000082181	0	0	0	0	0	0	0
ENSMUSG00000082183	6	1	3	6	10	3	5
ENSMUSG00000082185	0	0	1	0	0	0	0
ENSMUSG00000082186	2	1	2	1	3	1	1
ENSMUSG00000082187	0	0	0	0	0	0	0
ENSMUSG00000082188	0	0	0	0	0	0	0
ENSMUSG00000082189	0	0	0	0	0	0	0
ENSMUSG00000082190	0	0	1	0	0	0	1
ENSMUSG00000082191	0	0	0	0	0	0	0
ENSMUSG00000082192	0	0	0	0	0	0	0
ENSMUSG00000082193	0	0	1	0	0	0	0
ENSMUSG00000082194	0	0	0	0	0	0	0
ENSMUSG00000082195	0	0	0	0	0	0	0
ENSMUSG00000082196	0	0	3	0	0	0	0
ENSMUSG00000082197	0	0	0	0	0	0	0
ENSMUSG00000082198	0	0	0	0	0	0	0
ENSMUSG00000082199	0	0	1	0	0	1	0
ENSMUSG00000082200	0	0	0	0	0	0	0
ENSMUSG00000082202	0	0	0	0	0	0	0
ENSMUSG00000082203	0	0	0	0	0	0	0
ENSMUSG00000082204	0	1	0	0	0	0	0
ENSMUSG00000082205	0	0	0	0	0	0	0
ENSMUSG00000082207	0	0	0	0	0	0	0
ENSMUSG00000082208	0	1	0	0	2	1	1
ENSMUSG00000082210	0	0	0	0	0	0	0
ENSMUSG00000082211	0	0	0	0	0	0	0
ENSMUSG00000082212	0	0	0	0	0	0	0
ENSMUSG00000082213	0	0	0	0	0	0	0
ENSMUSG00000082214	6	1	1	1	2	1	1
ENSMUSG00000082215	0	0	0	0	0	0	0
ENSMUSG00000082216	0	0	0	0	0	0	0
ENSMUSG00000082217	0	0	0	0	0	0	0
ENSMUSG00000082218	0	0	0	0	0	0	0
ENSMUSG00000082220	0	0	0	0	0	0	0
ENSMUSG00000082222	0	0	0	0	0	0	0
ENSMUSG00000082223	0	3	0	0	0	0	0
ENSMUSG00000082225	0	0	0	0	0	0	0
ENSMUSG00000082226	0	0	4	0	1	4	3
ENSMUSG00000082227	0	0	0	0	0	0	0
ENSMUSG00000082228	0	0	0	0	0	0	0
ENSMUSG00000082229	0	0	0	0	0	0	0
ENSMUSG00000082233	0	0	0	0	0	0	0
ENSMUSG00000082234	0	0	0	1	0	0	0
ENSMUSG00000082235	0	0	0	0	0	0	0
ENSMUSG00000082236	0	0	0	0	0	0	0
ENSMUSG00000082237	0	0	0	0	0	0	0
ENSMUSG00000082238	0	0	0	0	0	0	0
ENSMUSG00000082239	0	0	0	0	0	0	0
ENSMUSG00000082240	0	0	0	0	0	0	0
ENSMUSG00000082241	0	0	0	0	0	0	0
ENSMUSG00000082242	0	0	0	0	0	0	0
ENSMUSG00000082243	0	0	0	0	0	0	0
ENSMUSG00000082244	0	0	0	0	0	0	0
ENSMUSG00000082245	0	0	1	0	0	0	0
ENSMUSG00000082246	0	0	0	0	0	0	0
ENSMUSG00000082247	0	0	0	0	0	1	0
ENSMUSG00000082248	1	0	0	0	0	0	0
ENSMUSG00000082249	0	0	0	0	0	0	0
ENSMUSG00000082250	0	0	0	0	0	0	0
ENSMUSG00000082251	0	0	0	0	0	0	0
ENSMUSG00000082252	0	0	0	0	0	0	0
ENSMUSG00000082253	0	0	0	0	0	0	0
ENSMUSG00000082254	0	0	0	0	0	0	0
ENSMUSG00000082255	0	0	0	0	0	0	0
ENSMUSG00000082256	0	0	0	0	0	0	0
ENSMUSG00000082258	0	0	0	0	0	0	0
ENSMUSG00000082259	0	0	0	0	0	0	0
ENSMUSG00000082260	0	0	0	0	0	0	0
ENSMUSG00000082261	0	0	0	0	0	0	0
ENSMUSG00000082262	2	0	0	0	0	0	0
ENSMUSG00000082263	0	0	0	0	0	0	0
ENSMUSG00000082264	0	0	1	0	0	0	0
ENSMUSG00000082265	0	0	0	1	1	0	0
ENSMUSG00000082266	0	0	0	0	0	0	0
ENSMUSG00000082267	0	0	0	0	0	0	0
ENSMUSG00000082268	0	0	0	0	0	0	0
ENSMUSG00000082269	0	0	0	0	0	0	0
ENSMUSG00000082270	0	0	0	0	0	0	0
ENSMUSG00000082271	0	0	0	0	0	0	0
ENSMUSG00000082272	0	0	0	1	1	0	0
ENSMUSG00000082274	1	5	1	0	3	4	2
ENSMUSG00000082275	0	0	0	0	0	0	0
ENSMUSG00000082276	0	0	0	0	0	0	0
ENSMUSG00000082277	2	0	0	1	0	0	0
ENSMUSG00000082278	0	0	0	0	0	0	0
ENSMUSG00000082279	1	1	0	1	0	0	0
ENSMUSG00000082280	0	0	0	0	0	0	0
ENSMUSG00000082281	0	0	0	0	0	0	0
ENSMUSG00000082283	2	0	0	0	0	0	0
ENSMUSG00000082284	0	1	1	0	0	1	0
ENSMUSG00000082285	0	0	0	0	0	0	0
ENSMUSG00000082286	15	22	17	20	20	16	23
ENSMUSG00000082287	0	0	0	0	0	0	0
ENSMUSG00000082288	0	0	0	0	0	0	0
ENSMUSG00000082289	0	0	0	2	0	0	0
ENSMUSG00000082291	0	0	0	0	0	0	0
ENSMUSG00000082292	8	0	8	0	6	4	17
ENSMUSG00000082294	0	0	0	0	0	0	0
ENSMUSG00000082295	0	0	0	0	0	0	0
ENSMUSG00000082296	0	0	1	0	0	0	0
ENSMUSG00000082297	0	0	0	4	0	0	0
ENSMUSG00000082301	0	0	0	0	0	0	0
ENSMUSG00000082302	0	0	0	0	0	0	0
ENSMUSG00000082303	0	0	0	0	0	0	0
ENSMUSG00000082304	0	0	0	0	0	0	0
ENSMUSG00000082305	3	0	0	0	0	0	2
ENSMUSG00000082306	0	0	0	0	0	0	0
ENSMUSG00000082307	0	0	0	0	0	0	0
ENSMUSG00000082308	0	0	0	0	0	1	0
ENSMUSG00000082309	0	0	0	0	0	1	0
ENSMUSG00000082310	0	0	0	0	0	0	0
ENSMUSG00000082311	0	0	0	0	0	0	0
ENSMUSG00000082312	1	0	0	0	1	0	0
ENSMUSG00000082313	1	0	0	0	1	0	0
ENSMUSG00000082314	0	0	0	0	2	0	0
ENSMUSG00000082315	0	0	0	0	0	0	0
ENSMUSG00000082316	0	1	0	7	0	1	0
ENSMUSG00000082317	0	0	0	0	0	0	0
ENSMUSG00000082318	0	0	0	0	0	0	0
ENSMUSG00000082319	0	0	0	0	1	0	0
ENSMUSG00000082320	0	0	0	0	0	0	0
ENSMUSG00000082321	0	0	0	0	0	0	1
ENSMUSG00000082322	2	0	0	1	0	1	0
ENSMUSG00000082323	0	0	0	0	0	0	0
ENSMUSG00000082324	0	0	0	0	0	0	0
ENSMUSG00000082325	0	0	0	0	0	0	0
ENSMUSG00000082326	0	0	0	0	0	0	0
ENSMUSG00000082327	0	0	0	0	0	0	0
ENSMUSG00000082328	0	0	0	0	0	0	0
ENSMUSG00000082329	0	0	0	0	0	0	3
ENSMUSG00000082330	0	0	0	1	1	0	0
ENSMUSG00000082332	0	0	0	0	0	0	0
ENSMUSG00000082333	0	0	0	0	0	0	0
ENSMUSG00000082334	0	0	0	0	0	0	0
ENSMUSG00000082336	0	0	0	0	0	0	0
ENSMUSG00000082337	0	0	0	0	0	0	0
ENSMUSG00000082338	0	0	0	0	0	0	0
ENSMUSG00000082339	0	0	0	0	0	0	0
ENSMUSG00000082340	0	0	0	0	0	0	0
ENSMUSG00000082341	0	0	0	0	0	0	0
ENSMUSG00000082342	0	0	1	0	0	0	0
ENSMUSG00000082343	0	0	0	0	0	0	0
ENSMUSG00000082344	0	0	0	0	0	0	0
ENSMUSG00000082345	1	0	0	0	1	3	3
ENSMUSG00000082346	0	0	0	0	0	0	0
ENSMUSG00000082347	0	0	0	0	0	0	0
ENSMUSG00000082348	0	0	0	0	0	0	0
ENSMUSG00000082350	0	0	0	0	0	0	0
ENSMUSG00000082351	0	0	0	0	0	0	0
ENSMUSG00000082352	0	0	0	0	0	0	0
ENSMUSG00000082353	0	0	0	0	0	0	0
ENSMUSG00000082354	0	0	0	0	0	0	0
